hdd journal_jac_delalloc_1024/
11782 4446000
12009 4460000
12783 4432000
15400 4757000
17200 4766000
17200 4725000
715000 4195000
520000 4136000
264000 4152000
747000 4137000
600000 4096000
327000 4101000
940000 3630000
990000 3633000
970000 3618000
1021000 3124000
1135000 3115000
1112000 3113000
1241000 2864000
1332000 2864000
1316000 2857000
10400 3829000
9249 3908000
9743 3888000
9741 3992000
9452 4013000
11093 3995000
10379 3624000
10325 3620000
10977 3612000
11743 3120000
12659 3115000
13461 3107000
16200 2869000
18200 2838000
17500 2838000
ssd ordered_jac_delalloc_2048/
786000 4386000
644000 4355000
342000 4336000
789000 4284000
659000 4244000
404000 4193000
896000 3883000
886000 3870000
863000 3848000
935000 3326000
1040000 3317000
1015000 3312000
1326000 2904000
1409000 2904000
1391000 2896000
11100 3562000
10400 3608000
11600 3579000
10778 3794000
9892 3808000
11516 3778000
11626 3764000
11812 3772000
13847 3750000
13063 3382000
13730 3392000
15079 3377000
16400 2988000
18300 2973000
18200 2969000
567000 4096000
468000 4066000
320000 4000000
554000 4240000
519000 4209000
368100 4196000
622000 4584000
664000 4584000
656000 4550000
649000 4905000
704000 4904000
693000 4856000
723000 5245000
756000 5249000
749000 5192000
11400 3698000
10100 3768000
11300 3735000
10758 3956000
10568 3970000
12376 3940000
11512 4226000
11664 4246000
13734 4192000
12794 4487000
13460 4504000
14805 4471000
16200 4765000
17400 4789000
18200 4748000
762000 4221000
614000 4144000
374000 4171000
760000 4229000
698000 4203000
452000 4214000
925000 3786000
1001000 3781000
984000 3770000
1023000 3288000
1143000 3283000
1115000 3279000
1268000 2911000
1328000 2914000
1319000 2903000
11200 3933000
10100 3996000
11500 3966000
8551 4095000
10843 4113000
12506 4076000
11660 3749000
9962 3748000
13490 3740000
13466 3286000
13460 3280000
15340 3272000
16200 2915000
18700 2896000
18600 2893000
ssd ordered_jac_delalloc_4096/
811000 4461000
723000 4368000
467000 4394000
740000 4213000
669000 4196000
497000 4167000
846000 3738000
894000 3736000
830000 3722000
1028000 3158000
1040000 3156000
1009000 3131000
1355000 2852000
1408000 2848000
1388000 2841000
14400 3656000
13300 3678000
14100 3632000
11875 3819000
13510 3838000
14851 3807000
14422 3698000
14195 3684000
16257 3680000
14694 3248000
15600 3239000
17075 3232000
16500 2869000
18700 2852000
18200 2851000
592000 4161000
477000 4112000
390000 4066000
558000 4279000
519000 4286000
440000 4228000
612000 4610000
667000 4640000
656000 4602000
647000 4934000
701000 4930000
692000 4860000
725000 5238000
758000 5237000
744000 5181000
15100 3812000
12700 3848000
14900 3806000
14046 4020000
11372 4032000
15634 3989000
11660 4284000
14183 4292000
16082 4257000
14798 4515000
15335 4542000
16958 4495000
16300 4764000
18200 4786000
17000 4744000
798000 4269000
665000 4259000
514000 4245000
771000 4178000
688000 4175000
564000 4161000
904000 3644000
1007000 3646000
918000 3620000
1112000 3124000
1143000 3133000
1111000 3123000
1276000 2864000
1341000 2861000
1317000 2849000
15200 4049000
13400 4058000
14000 4050000
14316 4089000
13627 4089000
15113 4081000
14727 3626000
14092 3627000
15923 3610000
14935 3121000
15617 3113000
17356 3096000
16700 2847000
18700 2831000
18200 2825000
ssd ordered_jac_nodelalloc_1024/
735000 4329000
549000 4271000
244000 4214000
723000 4099000
572000 4043000
295900 4052000
874000 3688000
874000 3681000
810000 3664000
1031000 3132000
1036000 3128000
1006000 3111000
1329000 2818000
1415000 2819000
1381000 2812000
8388 3402000
8948 3499000
9903 3491000
9633 3668000
9156 3669000
10360 3672000
10522 3597000
10330 3593000
11716 3582000
11941 3206000
12188 3210000
13349 3206000
15800 2847000
17600 2817000
17700 2814000
533000 4002000
428000 3945000
234000 3878000
532000 4175000
452000 4160000
279000 4125000
629000 4550000
654000 4536000
648000 4524000
641000 4886000
693000 4873000
690000 4822000
719000 5224000
755000 5226000
744000 5180000
10300 3506000
9430 3627000
10500 3578000
9184 3872000
9077 3885000
11125 3873000
10447 4154000
10272 4176000
11482 4128000
11625 4438000
11985 4451000
13186 4409000
15200 4732000
17300 4750000
17300 4709000
706000 4150000
516000 4058000
261000 4116000
723000 4064000
600000 4041000
326600 4051000
940000 3591000
990000 3588000
964000 3573000
1021000 3102000
1131000 3097000
1109000 3090000
1248000 2817000
1334000 2825000
1317000 2817000
9969 3783000
9344 3862000
10500 3847000
9516 3945000
9177 3937000
10759 3918000
10532 3568000
10385 3561000
11940 3562000
12006 3104000
11870 3092000
13337 3091000
15000 2828000
17300 2798000
17900 2795000
ssd ordered_jac_nodelalloc_2048/
783000 4381000
653000 4323000
346000 4294000
762000 4232000
657000 4172000
401000 4180000
872000 3840000
891000 3838000
862000 3816000
953000 3268000
1036000 3267000
1018000 3252000
1323000 2893000
1410000 2896000
1396000 2888000
11100 3565000
8664 3587000
11800 3585000
11099 3772000
10105 3781000
12507 3749000
11960 3729000
11806 3746000
9094 3718000
13591 3341000
11201 3348000
15359 3344000
16300 2958000
18600 2939000
18700 2941000
568000 4083000
486000 4055000
319000 3994000
548000 4227000
520000 4211000
369400 4189000
620000 4588000
664000 4564000
648000 4528000
648000 4902000
699000 4896000
693000 4838000
723000 5259000
755000 5247000
747000 5190000
11200 3696000
10400 3756000
11400 3719000
10007 3944000
10469 3961000
12396 3931000
11622 4224000
11372 4235000
13615 4196000
12209 4492000
13739 4507000
15336 4468000
16100 4767000
18100 4793000
17100 4746000
748000 4207000
611000 4189000
368000 4176000
768000 4206000
693000 4151000
447000 4180000
920000 3748000
998000 3732000
974000 3724000
1032000 3246000
1139000 3230000
1086000 3222000
1258000 2903000
1332000 2905000
1311000 2887000
11100 3947000
10200 3990000
11600 3964000
10506 4068000
10553 4081000
12528 4076000
12004 3721000
11675 3712000
13919 3706000
13136 3227000
13347 3233000
15606 3224000
14800 2908000
18600 2892000
18600 2886000
ssd ordered_jac_nodelalloc_4096/
814000 4345000
694000 4301000
527000 4276000
728000 4151000
645000 4091000
533000 4099000
808000 3660000
889000 3652000
874000 3636000
937000 3060000
1037000 3055000
984000 3048000
1381000 2828000
1415000 2827000
1387000 2823000
15400 3602000
13300 3610000
14600 3574000
14160 3753000
13124 3771000
15377 3731000
14416 3617000
14347 3622000
16451 3610000
15204 3168000
15608 3157000
17088 3159000
16400 2808000
18700 2787000
18400 2786000
591000 4024000
469000 3977000
389000 3948000
553000 4198000
507000 4190000
436000 4161000
616000 4557000
664000 4558000
638000 4510000
675000 4871000
705000 4870000
685000 4815000
742000 5224000
754000 5233000
746000 5167000
12900 3721000
12000 3774000
10900 3722000
14425 3963000
13064 3979000
14819 3949000
14238 4234000
14144 4252000
16316 4214000
15071 4505000
14941 4518000
17090 4469000
16400 4752000
17900 4781000
17000 4741000
788000 4191000
652000 4140000
510000 4142000
769000 4088000
704000 4071000
560000 4066000
904000 3544000
1000000 3546000
962000 3522000
1072000 3031000
1143000 3016000
1119000 3022000
1241000 2829000
1333000 2822000
1313000 2822000
14800 3984000
12300 3982000
15400 3977000
13639 4000000
12731 3996000
13689 4005000
14479 3532000
13521 3526000
16133 3520000
15347 3027000
15614 3023000
17080 3026000
16800 2818000
18600 2801000
18400 2804000
ssd ordered_nojac_delalloc_1024/
746000 4369000
542000 4277000
249000 4281000
716000 4179000
582000 4155000
297300 4132000
871000 3743000
882000 3744000
816000 3748000
1021000 3153000
1035000 3145000
1000000 3135000
1406000 2854000
1404000 2846000
1383000 2839000
9090 3429000
8734 3516000
9962 3481000
9376 3692000
8147 3715000
10583 3703000
10582 3664000
10329 3672000
11757 3651000
11998 3260000
11789 3257000
13592 3256000
15400 2872000
17600 2842000
17500 2838000
548000 4031000
429000 3966000
235000 3911000
548000 4190000
459000 4178000
278600 4169000
628000 4560000
659000 4552000
644000 4518000
645000 4900000
699000 4894000
688000 4820000
720000 5237000
749000 5233000
743000 5181000
9967 3523000
9478 3641000
10400 3596000
9656 3888000
9397 3897000
10787 3896000
10381 4170000
10375 4182000
11829 4130000
11768 4452000
11990 4463000
13486 4447000
15400 4760000
17200 4759000
17500 4715000
703000 4201000
526000 4110000
261000 4133000
729000 4140000
602000 4111000
324200 4097000
940000 3635000
986000 3644000
964000 3620000
1021000 3119000
1128000 3112000
1109000 3096000
1244000 2852000
1328000 2851000
1312000 2841000
10300 3816000
9539 3910000
10300 3882000
9889 3997000
9176 4003000
10879 3988000
10449 3623000
10455 3622000
10944 3629000
11945 3116000
11880 3111000
13728 3111000
15000 2841000
16200 2819000
18000 2817000
ssd ordered_nojac_delalloc_2048/
794000 4369000
635000 4294000
378000 4286000
713000 4092000
603000 4019000
431000 4028000
824000 3575000
891000 3570000
864000 3542000
956000 2985000
1043000 2987000
988000 2975000
1373000 2736000
1405000 2735000
1392000 2720000
11300 3550000
9504 3592000
9583 3547000
11262 3700000
10322 3713000
12176 3678000
11179 3542000
11067 3538000
13119 3532000
12211 3101000
13351 3096000
15201 3092000
16300 2759000
18600 2744000
17300 2741000
578000 4105000
482000 4059000
319000 4005000
553000 4233000
504000 4247000
370700 4201000
622000 4613000
666000 4604000
655000 4576000
648000 4877000
704000 4871000
695000 4828000
719000 5218000
758000 5221000
743000 5159000
10700 3697000
9942 3752000
11600 3717000
11047 3968000
10452 3967000
12204 3948000
11566 4230000
10963 4248000
12559 4214000
12185 4475000
13723 4491000
15361 4467000
16000 4734000
18100 4761000
17800 4720000
764000 4204000
616000 4127000
369000 4153000
759000 4011000
692000 3987000
448000 3984000
917000 3470000
1001000 3460000
984000 3434000
1028000 2959000
1133000 2956000
1099000 2941000
1268000 2742000
1336000 2737000
1313000 2730000
11300 3928000
9967 3966000
9612 3942000
11360 3923000
10348 3927000
12485 3929000
11876 3462000
11824 3456000
13805 3450000
13459 2956000
13864 2955000
15350 2947000
16000 2753000
18600 2726000
18300 2716000
ssd ordered_nojac_delalloc_4096/
817000 4444000
675000 4367000
541000 4343000
729000 4167000
643000 4147000
536000 4125000
808000 3682000
894000 3688000
872000 3670000
924000 3124000
1037000 3135000
1005000 3125000
1359000 2832000
1407000 2825000
1389000 2822000
14900 3650000
13600 3655000
15100 3636000
13767 3787000
13079 3771000
15640 3765000
14209 3630000
12090 3633000
16346 3618000
15207 3220000
13217 3215000
17083 3212000
16600 2859000
18400 2845000
17000 2850000
596000 4171000
476000 4105000
392000 4055000
554000 4271000
517000 4248000
443000 4231000
614000 4612000
664000 4596000
654000 4562000
648000 4907000
704000 4903000
689000 4846000
726000 5229000
748000 5237000
742000 5179000
15100 3785000
13500 3849000
14100 3793000
14171 4015000
12991 4027000
15642 3987000
13809 4273000
13317 4288000
16498 4251000
14156 4519000
10356 4528000
16334 4487000
16500 4744000
18000 4773000
18000 4737000
781000 4248000
657000 4245000
502000 4222000
776000 4113000
716000 4101000
557000 4095000
906000 3602000
1006000 3604000
939000 3588000
1131000 3119000
1147000 3112000
1112000 3104000
1260000 2840000
1333000 2842000
1308000 2836000
15300 4042000
13400 4041000
15200 4029000
13914 4006000
13495 4016000
15503 4008000
14252 3591000
14300 3585000
16726 3580000
15219 3100000
15470 3110000
16536 3096000
16300 2851000
18500 2831000
18600 2831000
ssd ordered_nojac_nodelalloc_1024/
728000 4346000
550000 4256000
250000 4250000
700000 4160000
577000 4123000
297500 4105000
863000 3838000
880000 3816000
818000 3804000
995000 3323000
1033000 3319000
996000 3307000
1381000 2886000
1410000 2886000
1389000 2880000
10700 3410000
8757 3505000
9830 3495000
8096 3672000
9303 3704000
9805 3690000
10352 3652000
10475 3657000
11651 3660000
11180 3345000
12310 3351000
13593 3347000
16000 2980000
17700 2951000
17900 2954000
536000 3992000
424000 3948000
234000 3876000
537000 4211000
459000 4161000
281300 4143000
626000 4562000
658000 4538000
644000 4514000
645000 4880000
703000 4874000
691000 4822000
724000 5247000
753000 5237000
746000 5182000
9355 3512000
8707 3635000
10500 3596000
9663 3868000
9148 3887000
11022 3855000
10382 4152000
10219 4166000
11699 4135000
11793 4426000
11719 4454000
13469 4419000
15500 4757000
17300 4757000
17000 4713000
702000 4171000
518000 4102000
263000 4097000
762000 4144000
583000 4119000
326600 4108000
938000 3758000
988000 3756000
966000 3724000
1020000 3302000
1127000 3298000
1107000 3280000
1252000 2897000
1334000 2899000
1317000 2892000
10400 3800000
9003 3883000
10600 3857000
9811 3980000
9110 3992000
10316 3967000
10546 3693000
9986 3692000
11247 3689000
10999 3287000
11111 3275000
13747 3280000
15600 2910000
17700 2881000
17500 2876000
ssd ordered_nojac_nodelalloc_2048/
787000 4388000
628000 4313000
379000 4313000
701000 4172000
664000 4108000
405000 4092000
856000 3670000
888000 3658000
830000 3636000
994000 3044000
1041000 3040000
1005000 3024000
1409000 2772000
1413000 2770000
1384000 2760000
11300 3553000
10100 3588000
11500 3564000
11182 3740000
10304 3760000
12267 3724000
11911 3626000
11856 3626000
13477 3611000
10991 3177000
13878 3163000
15222 3163000
16200 2795000
18500 2777000
18200 2772000
568000 4078000
483000 4044000
320000 3972000
548000 4219000
503000 4203000
358800 4176000
636000 4579000
668000 4570000
637000 4532000
667000 4902000
701000 4884000
681000 4843000
733000 5231000
753000 5229000
738000 5184000
10600 3689000
9847 3715000
11100 3704000
11101 3937000
10532 3947000
11457 3903000
11695 4220000
11527 4226000
13188 4203000
13263 4486000
13729 4488000
15363 4458000
15900 4757000
18200 4772000
18100 4728000
744000 4200000
606000 4171000
372000 4171000
756000 4117000
691000 4073000
449000 4079000
920000 3548000
998000 3540000
975000 3519000
1023000 3015000
1132000 3000000
1115000 2996000
1248000 2768000
1331000 2774000
1315000 2765000
11400 3928000
10100 3973000
11500 3952000
11110 3994000
10579 3984000
12619 3984000
11562 3535000
11687 3532000
13419 3532000
12859 3009000
13348 3009000
15469 3003000
15300 2783000
18600 2766000
18400 2762000
ssd ordered_nojac_nodelalloc_4096/
816000 4386000
688000 4346000
533000 4325000
720000 4244000
663000 4243000
520000 4199000
810000 3882000
895000 3872000
848000 3856000
1011000 3340000
1040000 3344000
1005000 3333000
1379000 2932000
1411000 2934000
1391000 2927000
15100 3611000
13400 3615000
15000 3617000
13129 3795000
12987 3815000
15384 3788000
14698 3766000
13787 3780000
16013 3766000
14825 3391000
15467 3392000
17347 3388000
16700 3012000
18300 2991000
18300 2987000
586000 4056000
477000 4023000
391000 3964000
557000 4209000
510000 4192000
427000 4181000
635000 4582000
668000 4566000
636000 4524000
677000 4912000
701000 4888000
691000 4837000
746000 5245000
753000 5244000
742000 5189000
14500 3737000
13500 3781000
14500 3730000
13624 3967000
13272 3985000
14839 3949000
14547 4244000
13776 4260000
16145 4224000
14556 4510000
14149 4531000
16957 4488000
16500 4781000
18200 4785000
18000 4743000
776000 4196000
667000 4173000
502000 4170000
772000 4231000
718000 4232000
554000 4205000
905000 3819000
1002000 3794000
974000 3776000
1032000 3311000
1147000 3303000
1087000 3304000
1279000 2945000
1333000 2946000
1318000 2936000
15200 4004000
12800 4018000
11900 3996000
14288 4102000
13340 4116000
14561 4107000
14532 3762000
13195 3756000
16447 3745000
15082 3307000
14821 3302000
16810 3291000
16800 2952000
18700 2927000
18500 2920000
ssd writeback_jac_delalloc_1024/
736000 4372000
535000 4290000
245000 4283000
744000 4130000
579000 4097000
309500 4086000
860000 3670000
875000 3659000
852000 3658000
929000 3047000
1036000 3036000
1003000 3027000
1330000 2769000
1408000 2770000
1393000 2763000
11200 3442000
8518 3550000
10100 3507000
9435 3700000
8959 3713000
9802 3687000
10540 3594000
10244 3603000
11938 3597000
11675 3173000
12121 3164000
13350 3161000
15500 2783000
17800 2762000
17300 2759000
548000 4037000
430000 3979000
234000 3920000
537000 4190000
462000 4169000
282600 4151000
630000 4560000
662000 4548000
642000 4520000
648000 4882000
704000 4882000
689000 4819000
725000 5249000
755000 5235000
745000 5173000
10300 3525000
9471 3638000
10400 3599000
9804 3876000
9478 3897000
10966 3887000
10413 4162000
10188 4184000
11218 4140000
11953 4450000
12028 4475000
12846 4419000
15700 4745000
16600 4756000
17100 4711000
705000 4188000
524000 4101000
262000 4130000
733000 4101000
608000 4051000
324100 4059000
938000 3554000
986000 3556000
971000 3536000
1020000 3011000
1135000 3003000
1109000 2995000
1248000 2774000
1329000 2776000
1313000 2766000
10300 3811000
9470 3916000
10500 3896000
9784 3955000
9448 3949000
11193 3966000
10331 3538000
10393 3540000
12104 3528000
11004 3018000
12659 3007000
13722 3001000
15900 2786000
15600 2749000
17900 2745000
ssd writeback_jac_delalloc_2048/
781000 4392000
635000 4311000
375000 4333000
711000 4123000
643000 4104000
432000 4064000
822000 3650000
886000 3666000
870000 3625000
938000 3098000
1039000 3093000
1015000 3092000
1347000 2824000
1413000 2816000
1389000 2803000
11100 3585000
9010 3611000
11700 3586000
10890 3724000
10569 3732000
12374 3709000
10676 3579000
11738 3588000
12930 3570000
11864 3172000
13744 3170000
14800 3170000
16300 2830000
18600 2816000
18300 2821000
569000 4109000
487000 4062000
319000 4009000
548000 4232000
519000 4232000
369400 4199000
621000 4579000
666000 4575000
654000 4522000
651000 4886000
701000 4882000
697000 4819000
729000 5220000
752000 5215000
746000 5154000
11400 3704000
10100 3768000
9548 3730000
10991 3973000
10597 3977000
11834 3948000
10973 4230000
9869 4248000
13066 4210000
13460 4487000
13010 4463000
15085 4450000
16000 4730000
18200 4753000
18200 4707000
752000 4212000
613000 4139000
370000 4161000
752000 4072000
691000 4032000
448000 4032000
920000 3564000
999000 3569000
983000 3534000
1027000 3085000
1136000 3081000
1119000 3068000
1247000 2825000
1333000 2825000
1318000 2823000
11500 3961000
10400 4003000
10900 3964000
10636 3959000
10642 3961000
12500 3950000
11664 3544000
9417 3544000
13124 3526000
12622 3073000
13859 3079000
15611 3068000
15900 2826000
18900 2811000
18700 2808000
ssd writeback_jac_delalloc_4096/
816000 4427000
668000 4370000
541000 4360000
723000 4247000
648000 4227000
531000 4204000
808000 3830000
892000 3825000
878000 3810000
936000 3272000
1042000 3262000
1012000 3257000
1357000 2896000
1413000 2896000
1391000 2887000
17200 3643000
12900 3640000
14300 3634000
13640 3811000
13625 3829000
13699 3812000
14563 3733000
14411 3748000
15977 3746000
15334 3348000
15631 3344000
16405 3328000
16600 2955000
18400 2939000
18200 2935000
588000 4155000
474000 4102000
395000 4066000
556000 4252000
519000 4252000
439000 4235000
614000 4600000
664000 4598000
648000 4580000
708000 4926000
707000 4908000
698000 4854000
723000 5247000
754000 5238000
747000 5186000
15000 3793000
13100 3841000
14600 3778000
14298 4004000
13278 4012000
14580 3989000
14115 4264000
14058 4284000
16231 4240000
13997 4520000
15472 4531000
16287 4494000
16400 4773000
18200 4785000
18200 4740000
781000 4247000
648000 4248000
508000 4222000
771000 4221000
703000 4211000
556000 4198000
906000 3736000
1002000 3732000
954000 3722000
1080000 3235000
1140000 3237000
1100000 3228000
1297000 2904000
1330000 2903000
1313000 2895000
15200 4045000
13100 4044000
14900 4036000
13626 4101000
13481 4112000
15512 4087000
14587 3712000
13812 3712000
16524 3698000
15208 3231000
15761 3223000
16335 3220000
16900 2914000
18000 2889000
18700 2879000
ssd writeback_jac_nodelalloc_1024/
744000 4319000
544000 4200000
248000 4218000
721000 4171000
571000 4143000
296200 4115000
868000 3766000
884000 3742000
819000 3725000
1010000 3163000
1031000 3150000
1001000 3155000
1403000 2851000
1408000 2853000
1395000 2848000
11100 3415000
8739 3505000
10000 3466000
9271 3703000
9059 3726000
10584 3688000
10586 3662000
10009 3672000
11802 3655000
11804 3272000
12173 3272000
13348 3255000
15600 2881000
17500 2853000
17500 2850000
535000 3979000
423000 3932000
237000 3884000
552000 4172000
445000 4145000
282600 4114000
626000 4567000
662000 4536000
648000 4518000
649000 4899000
700000 4896000
685000 4839000
722000 5245000
753000 5240000
742000 5189000
10200 3495000
9533 3613000
10400 3548000
9452 3863000
9303 3871000
10795 3836000
10391 4151000
10401 4183000
11752 4145000
11717 4432000
12197 4456000
13476 4420000
14300 4760000
17300 4764000
17000 4720000
720000 4138000
518000 4085000
263000 4084000
761000 4125000
601000 4091000
325500 4112000
936000 3640000
995000 3642000
970000 3623000
1017000 3126000
1133000 3128000
1093000 3111000
1267000 2853000
1331000 2854000
1319000 2848000
10300 3782000
8597 3876000
10500 3878000
8160 3991000
7880 4008000
10670 3981000
10544 3626000
10256 3620000
11829 3627000
11983 3132000
12175 3133000
13473 3125000
15700 2854000
17600 2828000
17700 2825000
ssd writeback_jac_nodelalloc_2048/
782000 4380000
628000 4271000
378000 4278000
707000 4152000
640000 4121000
433000 4119000
820000 3737000
888000 3731000
849000 3718000
939000 3204000
1041000 3203000
984000 3188000
1414000 2818000
1413000 2817000
1393000 2795000
12700 3543000
9084 3587000
11100 3575000
10742 3748000
10243 3759000
12246 3715000
11986 3645000
10946 3650000
13290 3636000
12997 3275000
13335 3268000
15075 3264000
16400 2905000
18300 2889000
18300 2882000
570000 4081000
488000 4016000
318000 3963000
549000 4220000
517000 4212000
369300 4177000
620000 4576000
666000 4590000
652000 4554000
651000 4919000
709000 4881000
679000 4827000
741000 5244000
753000 5229000
747000 5180000
12200 3678000
9825 3736000
11200 3706000
11247 3957000
10416 3971000
12265 3911000
11980 4214000
10110 4220000
13157 4199000
13350 4494000
13749 4504000
15082 4452000
14700 4756000
18100 4774000
17000 4734000
747000 4205000
616000 4192000
368000 4140000
764000 4124000
671000 4096000
445000 4095000
918000 3652000
996000 3645000
982000 3627000
1028000 3169000
1137000 3152000
1105000 3147000
1263000 2823000
1333000 2820000
1317000 2803000
11400 3933000
10300 3973000
11500 3976000
8209 4016000
10833 4016000
12392 3995000
11621 3632000
11413 3630000
13813 3622000
13263 3179000
12179 3148000
15627 3152000
16400 2838000
18600 2801000
18100 2791000
ssd writeback_jac_nodelalloc_4096/
816000 4350000
689000 4283000
538000 4280000
723000 4103000
643000 4073000
535000 4040000
809000 3647000
884000 3632000
878000 3618000
940000 3090000
1047000 3080000
1026000 3063000
1337000 2812000
1412000 2817000
1395000 2791000
13500 3600000
13300 3612000
14100 3605000
13897 3721000
13135 3743000
15631 3720000
14161 3579000
12888 3590000
14452 3569000
14955 3170000
15069 3169000
16827 3158000
16400 2834000
18600 2821000
18200 2813000
589000 4082000
475000 4032000
391000 3981000
557000 4236000
515000 4219000
441000 4196000
612000 4582000
665000 4574000
660000 4536000
651000 4890000
704000 4882000
691000 4827000
739000 5218000
754000 5225000
743000 5174000
16000 3747000
12800 3804000
14400 3748000
14313 3982000
13362 3987000
15229 3959000
13488 4246000
14245 4272000
15983 4224000
15213 4494000
15478 4518000
16689 4474000
16100 4748000
18200 4762000
18100 4723000
775000 4195000
642000 4153000
511000 4134000
773000 4044000
708000 4037000
559000 4024000
903000 3548000
1005000 3542000
977000 3530000
1034000 3064000
1141000 3051000
1092000 3041000
1272000 2812000
1332000 2808000
1316000 2793000
15300 3980000
13500 3992000
14900 3980000
12500 3955000
13621 3963000
15655 3951000
13989 3527000
14409 3524000
15796 3512000
15349 3059000
15085 3053000
17467 3046000
16700 2811000
18500 2794000
17300 2786000
ssd writeback_nojac_delalloc_1024/
739000 4384000
539000 4305000
247000 4280000
711000 4156000
568000 4120000
297400 4119000
872000 3774000
882000 3770000
822000 3748000
1012000 3244000
1030000 3234000
1001000 3226000
1409000 2851000
1413000 2854000
1385000 2847000
10800 3441000
8305 3535000
9822 3521000
9672 3701000
8871 3715000
10408 3684000
9957 3638000
10464 3640000
11822 3634000
11878 3299000
11867 3292000
13472 3289000
15600 2934000
17600 2901000
17500 2897000
552000 4038000
427000 3988000
235000 3943000
544000 4219000
459000 4189000
281400 4179000
630000 4594000
660000 4588000
654000 4576000
644000 4891000
706000 4900000
689000 4847000
726000 5238000
748000 5239000
749000 5187000
10000 3538000
9344 3661000
10300 3588000
9805 3897000
9461 3909000
11084 3896000
10152 4175000
10325 4190000
11983 4154000
11669 4450000
11775 4474000
13465 4415000
14700 4752000
17300 4757000
17300 4715000
712000 4211000
520000 4120000
262000 4125000
731000 4135000
588000 4111000
326600 4107000
940000 3690000
984000 3692000
969000 3679000
1020000 3220000
1132000 3199000
1108000 3204000
1245000 2858000
1332000 2864000
1310000 2853000
10300 3811000
9523 3930000
8884 3877000
9850 3972000
9432 3999000
11092 3980000
10239 3645000
10393 3648000
12034 3644000
11847 3202000
11508 3194000
13738 3209000
14000 2865000
18100 2847000
17800 2840000
ssd writeback_nojac_delalloc_2048/
789000 4374000
644000 4282000
340000 4318000
780000 4123000
659000 4072000
403000 4060000
887000 3659000
885000 3656000
862000 3636000
939000 3092000
1033000 3091000
1015000 3073000
1323000 2792000
1407000 2789000
1396000 2777000
11400 3568000
10300 3587000
11100 3570000
10765 3710000
10561 3730000
12478 3703000
11830 3584000
8989 3594000
13578 3576000
13089 3182000
13723 3169000
15213 3173000
16200 2825000
18500 2805000
18200 2807000
573000 4067000
489000 4016000
319000 3977000
556000 4217000
525000 4207000
368200 4173000
622000 4572000
666000 4582000
651000 4510000
652000 4886000
706000 4893000
679000 4823000
727000 5234000
749000 5240000
745000 5178000
11100 3688000
10300 3747000
11200 3711000
11089 3952000
10600 3968000
12288 3928000
11856 4220000
11349 4234000
12308 4190000
13469 4483000
12442 4494000
14795 4459000
15000 4742000
18000 4772000
17900 4732000
751000 4202000
610000 4185000
374000 4163000
767000 4075000
685000 4041000
452000 4047000
922000 3567000
1002000 3559000
982000 3545000
1021000 3077000
1135000 3071000
1105000 3047000
1268000 2807000
1331000 2800000
1312000 2791000
11300 3948000
10400 3991000
11000 3954000
11027 3959000
10544 3967000
12520 3951000
11607 3551000
11727 3542000
13157 3544000
13254 3064000
13873 3056000
15357 3055000
16300 2815000
18200 2789000
17100 2786000
ssd writeback_nojac_delalloc_4096/
816000 4427000
693000 4353000
539000 4373000
720000 4141000
659000 4120000
487000 4086000
875000 3662000
890000 3660000
876000 3620000
940000 3085000
1042000 3081000
1016000 3068000
1330000 2777000
1416000 2778000
1390000 2766000
15300 3658000
13300 3667000
13500 3641000
14161 3760000
12871 3780000
15774 3757000
14511 3600000
13332 3608000
16498 3597000
14024 3169000
15876 3167000
17362 3174000
16100 2819000
18600 2805000
18500 2805000
588000 4178000
480000 4126000
393000 4067000
558000 4299000
519000 4265000
437000 4231000
620000 4632000
666000 4614000
630000 4582000
709000 4902000
711000 4907000
676000 4847000
744000 5218000
753000 5231000
745000 5167000
13200 3803000
13600 3849000
14700 3796000
14181 4013000
12990 4020000
12067 3995000
13848 4276000
12711 4284000
16105 4252000
14413 4502000
15231 4534000
16544 4486000
16400 4733000
18300 4772000
18000 4730000
782000 4264000
671000 4232000
514000 4238000
772000 4077000
712000 4076000
558000 4053000
904000 3558000
1012000 3554000
980000 3532000
1032000 3060000
1144000 3045000
1083000 3040000
1323000 2788000
1333000 2779000
1319000 2767000
17000 4044000
13000 4065000
10700 4040000
14038 3995000
12643 3985000
13915 3989000
13983 3532000
13923 3530000
15122 3522000
15335 3040000
15358 3047000
17081 3050000
16900 2787000
18900 2770000
18800 2759000
ssd writeback_nojac_nodelalloc_1024/
746000 4371000
547000 4249000
248000 4249000
709000 4168000
579000 4095000
297500 4124000
868000 3834000
878000 3826000
818000 3810000
1009000 3327000
1034000 3321000
999000 3314000
1395000 2888000
1406000 2896000
1388000 2883000
10700 3417000
8812 3514000
9875 3475000
9682 3700000
9037 3705000
10678 3680000
10560 3672000
10390 3678000
11786 3668000
11594 3366000
11862 3364000
13476 3355000
15600 2984000
17500 2959000
17100 2961000
537000 3988000
426000 3983000
234000 3895000
555000 4191000
459000 4192000
278800 4132000
630000 4564000
658000 4576000
646000 4508000
647000 4895000
704000 4895000
689000 4819000
722000 5227000
754000 5222000
747000 5176000
10000 3525000
9409 3642000
8056 3579000
9755 3871000
8236 3900000
11125 3868000
9765 4168000
10333 4189000
11600 4147000
11023 4439000
12089 4465000
13598 4424000
15500 4761000
17500 4765000
17300 4722000
712000 4181000
520000 4150000
259000 4129000
756000 4169000
603000 4127000
