hdd journal_jac_delalloc_1024/
322800 4108000
938000 3768000
991000 3760000
964000 3748000
1021000 3306000
1128000 3295000
1111000 3288000
1247000 2900000
1324000 2905000
1314000 2895000
10400 3799000
9356 3864000
9053 3859000
9587 3993000
9211 3995000
10908 3989000
10403 3710000
9620 3708000
12028 3704000
11914 3290000
11783 3283000
13471 3285000
16100 2911000
18000 2881000
17900 2876000
ssd writeback_nojac_nodelalloc_2048/
779000 4394000
631000 4292000
378000 4289000
713000 4096000
645000 4065000
431000 4051000
822000 3615000
884000 3608000
868000 3592000
939000 3026000
1039000 3018000
1017000 3004000
1332000 2774000
1412000 2779000
1394000 2769000
10800 3554000
10300 3610000
11200 3556000
11020 3723000
10426 3731000
11239 3711000
11721 3566000
11680 3563000
13885 3566000
11800 3129000
13737 3124000
15094 3124000
15300 2769000
17900 2757000
18500 2753000
572000 4079000
484000 4026000
321000 3988000
544000 4255000
497000 4227000
370700 4222000
616000 4589000
660000 4580000
652000 4542000
650000 4894000
701000 4894000
685000 4830000
730000 5234000
753000 5232000
748000 5171000
10200 3680000
8407 3764000
11100 3710000
8904 3967000
10605 3979000
9233 3935000
11960 4228000
11773 4232000
13254 4210000
12985 4498000
12584 4518000
13247 4471000
16100 4746000
18300 4773000
17800 4729000
751000 4221000
609000 4183000
372000 4170000
750000 4054000
696000 4043000
450000 4017000
921000 3503000
996000 3526000
958000 3494000
1068000 2989000
1146000 2989000
1068000 2983000
1296000 2775000
1332000 2779000
1317000 2769000
10600 3960000
10400 4004000
11200 3937000
11248 3955000
9346 3947000
11799 3948000
11636 3499000
10994 3495000
13778 3479000
13248 2999000
13860 2991000
15343 2991000
16300 2783000
18800 2763000
18100 2765000
ssd writeback_nojac_nodelalloc_4096/
813000 4413000
692000 4344000
539000 4355000
720000 4114000
662000 4093000
519000 4079000
805000 3605000
891000 3596000
872000 3580000
939000 3012000
1045000 3008000
1003000 3004000
1340000 2770000
1403000 2775000
1392000 2764000
15200 3650000
13400 3653000
15000 3613000
13775 3736000
13104 3767000
14955 3748000
14631 3566000
13312 3572000
15473 3566000
14126 3110000
15065 3108000
13666 3111000
15900 2762000
18500 2753000
18300 2749000
587000 4147000
477000 4108000
392000 4070000
553000 4289000
515000 4257000
439000 4223000
606000 4608000
668000 4598000
646000 4562000
684000 4896000
696000 4942000
675000 4845000
749000 5222000
755000 5220000
741000 5169000
14000 3792000
13300 3849000
14700 3787000
14021 4001000
13305 4018000
13902 3980000
14479 4264000
14059 4299000
16159 4246000
14953 4520000
15363 4534000
16688 4487000
16400 4748000
18100 4764000
17800 4733000
776000 4251000
667000 4225000
501000 4210000
772000 4054000
699000 4028000
554000 4027000
906000 3508000
1000000 3496000
968000 3472000
1037000 2990000
1139000 2983000
1076000 2969000
1298000 2777000
1331000 2776000
1310000 2767000
15300 4032000
14900 4039000
14200 4043000
12643 3964000
13697 3977000
14018 3963000
13694 3484000
14829 3476000
13479 3480000
15093 2979000
17074 2977000
12679 2971000
17300 2774000
16700 2760000
18300 2759000
hdd datacow_1024_4096/
547000 594000
412000 445000
334000 2185000
487000 2746000
472000 2721000
388200 2704000
668000 3280000
688000 3252000
700000 3224000
865000 3224000
881000 3220000
903000 3201000
1368000 2857000
1420000 2829000
1401000 2818000
171 805
321 1368000
392 2111000
525 2487000
591 2494000
665 2487000
676 2998000
393 3000000
429 2985000
444 3256000
317 3259000
308 3239000
320 2791000
265 788
273 774
417000 633000
325000 205000
204000 1542000
435000 2629000
373300 2413000
303900 2781000
528000 3512000
558000 3472000
518000 3442000
601000 4355000
645000 4291000
563000 4240000
749000 5291000
757000 5211000
681000 5142000
166 786
319 964000
355 2091000
507 2595000
364 2712000
507 2707000
430 3300000
386 3302000
377 3302000
388 4007000
282 4015000
262 3997000
282 4838000
230 789
230 805
519000 654000
368000 541000
243000 1963000
535000 2598000
469000 2742000
353500 2760000
744000 3357000
749000 3328000
708000 3332000
942000 3175000
939000 3177000
932000 3135000
1292000 2864000
1341000 2832000
1273000 2815000
152 795
290 1266000
372 2231000
473 2676000
385 2684000
510 2683000
547 3222000
401 3216000
386 3218000
404 3180000
269 3175000
279 3167000
275 2859000
236 782
230 779
hdd datacow_1024_8192/
547000 559000
401000 555000
340000 2138000
469000 2727000
471000 2695000
385400 2686000
676000 3208000
690000 3178000
702000 3159000
869000 3089000
913000 3080000
880000 3070000
1375000 2755000
1418000 2746000
1407000 2742000
161 760
316 620000
422 1917000
483 2268000
520 2356000
579 2477000
461 2936000
428 2962000
439 2946000
384 3115000
299 3122000
299 3104000
300 2682000
254 773
256 776
416000 562000
305000 349000
213000 814000
421000 1777000
366700 2637000
302600 2747000
536000 3496000
542000 3454000
542000 3430000
614000 4326000
632000 4268000
596000 4229000
729000 5256000
758000 5155000
705000 5119000
175 761
338 1013000
388 2149000
507 2433000
299 2540000
492 2684000
589 3282000
478 3288000
308 3283000
406 3986000
349 3996000
309 3976000
339 4799000
284 770
283 795
507000 620000
366000 783000
248000 2207000
548000 2739000
487000 2731000
354800 2716000
739000 3240000
756000 3220000
710000 3221000
775000 3035000
957000 3004000
936000 3023000
1282000 2755000
1336000 2737000
1265000 2728000
169 766
315 1231000
439 2014000
512 2411000
396 2543000
544 2636000
593 3128000
470 3131000
471 3134000
388 3027000
304 3008000
306 3011000
300 2771000
264 792
260 791
hdd datacow_1024_16384/
549000 587000
410000 254000
339000 1832000
475000 2736000
447000 2708000
373200 2704000
666000 3268000
688000 3240000
704000 3222000
865000 3168000
915000 3151000
873000 3163000
1394000 2828000
1424000 2828000
1399000 2796000
167 767
327 960000
443 1971000
488 2292000
388 2382000
519 2487000
448 2995000
446 2985000
451 2976000
325 3206000
293 3196000
262 3202000
285 2728000
252 790
255 784
420000 601000
300000 360000
223000 1640000
415000 2149000
369500 2744000
310700 2759000
544000 3504000
543000 3461000
537000 3436000
623000 4336000
633000 4280000
593000 4244000
718000 5276000
763000 5204000
699000 5177000
192 737
353 1037000
405 2123000
475 2427000
420 2536000
570 2688000
629 3288000
310 3296000
302 3290000
414 3992000
363 4012000
269 3988000
334 4828000
310 775
306 748
513000 614000
369000 503000
237000 1776000
536000 2379000
476000 2709000
357500 2732000
734000 3324000
749000 3288000
722000 3285000
944000 3096000
985000 3093000
897000 3095000
1286000 2821000
1345000 2788000
1280000 2783000
151 791
299 1075000
399 2060000
437 2399000
478 2506000
562 2648000
564 3176000
411 3188000
415 3175000
409 3103000
273 3090000
265 3089000
276 2831000
244 773
250 777
hdd datacow_2048_4096/
546000 570000
415000 584000
337000 2177000
461000 2739000
480000 2707000
403000 2699000
678000 3310000
716000 3268000
633000 3260000
899000 3324000
909000 3316000
805000 3304000
1400000 2863000
1419000 2840000
1405000 2826000
159 776
312 823000
431 1901000
556 2368000
431 2496000
475 2484000
582 3009000
490 3017000
363 3002000
439 3325000
357 3328000
349 3323000
350 2892000
299 804
301 813
416000 614000
311000 377000
207000 1314000
437000 2205000
374700 2709000
308000 2771000
524000 3513000
548000 3468000
532000 3445000
613000 4367000
631000 4290000
573000 4255000
725000 5303000
759000 5212000
682000 5189000
171 747
333 1378000
489 2314000
579 2696000
347 2702000
360 2699000
523 3302000
405 3302000
283 3305000
381 4019000
305 4026000
298 3979000
298 4851000
247 796
249 757
511000 600000
354000 425000
220000 1683000
568000 2113000
480000 2637000
362700 2736000
742000 3396000
748000 3372000
710000 3345000
943000 3269000
953000 3263000
923000 3251000
1281000 2870000
1332000 2846000
1267000 2810000
167 783
317 927000
419 2230000
513 2667000
557 2678000
520 2680000
589 3237000
444 3238000
344 3237000
409 3259000
330 3253000
321 3241000
329 2894000
294 788
288 789
hdd datacow_2048_8192/
550000 570000
402000 510000
340000 2209000
472000 2761000
456000 2729000
392200 2728000
684000 3322000
686000 3300000
700000 3279000
869000 3313000
911000 3317000
872000 3311000
1340000 2875000
1418000 2848000
1398000 2841000
167 768
327 917000
448 1900000
578 2420000
327 2504000
447 2495000
607 3006000
474 3027000
339 3007000
429 3344000
347 3348000
351 3335000
353 2899000
300 790
300 778
413000 572000
296000 92100
213000 891000
423000 2834000
370700 2379000
297200 2803000
531000 3528000
544000 3477000
535000 3460000
620000 4360000
627000 4270000
573000 4260000
726000 5315000
759000 5250000
689000 5182000
178 776
332 1046000
452 2149000
533 2463000
535 2560000
397 2712000
534 3304000
463 3313000
397 3310000
447 4016000
348 4031000
321 4003000
349 4859000
287 750
286 774
521000 605000
349000 427000
238000 1145000
556000 2193000
500000 2745000
358600 2779000
746000 3414000
752000 3386000
710000 3384000
765000 3290000
941000 3291000
928000 3272000
1272000 2879000
1343000 2831000
1264000 2838000
170 804
328 892000
449 2096000
589 2449000
336 2540000
497 2691000
434 3266000
455 3262000
473 3256000
449 3263000
305 3272000
305 3260000
311 2899000
259 734
259 737
hdd datacow_2048_16384/
547000 597000
401000 714000
341000 2281000
473000 2758000
455000 2740000
381400 2712000
684000 3310000
684000 3264000
699000 3263000
884000 3256000
883000 3220000
899000 3248000
1377000 2861000
1424000 2846000
1402000 2828000
162 806
319 662000
404 1978000
535 2269000
516 2374000
591 2500000
583 2999000
461 3011000
454 2997000
445 3273000
291 3278000
312 3255000
320 2803000
263 781
261 791
422000 577000
312000 140000
227000 464000
424000 2252000
367000 2495000
320000 2793000
533000 3530000
548000 3491000
536000 3468000
617000 4355000
633000 4299000
584000 4248000
728000 5304000
758000 5240000
694000 5190000
170 794
319 1061000
435 2194000
560 2460000
285 2587000
485 2715000
580 3306000
437 3315000
429 3308000
445 4003000
322 4026000
318 3998000
322 4844000
252 764
256 801
515000 623000
345000 320000
240000 1836000
538000 2752000
461000 2728000
357300 2765000
737000 3382000
784000 3344000
694000 3343000
959000 3204000
991000 3200000
901000 3195000
1322000 2863000
1330000 2851000
1261000 2838000
165 792
314 1009000
428 2088000
445 2417000
474 2541000
537 2683000
605 3228000
467 3226000
252 3238000
381 3176000
352 3195000
340 3187000
350 2878000
300 812
299 803
hdd datacow_4096_4096/
556000 557000
402000 299000
337000 2042000
481000 2748000
449000 2725000
384200 2713000
660000 3248000
684000 3218000
698000 3193000
849000 3099000
880000 3111000
907000 3101000
1363000 2730000
1426000 2718000
1407000 2711000
161 750
313 792000
423 1906000
512 2428000
568 2506000
520 2493000
615 2976000
452 2985000
380 2968000
446 3154000
325 3156000
298 3148000
330 2672000
273 765
272 764
415000 606000
293000 331000
210000 1278000
427000 2160000
364200 2719000
309400 2786000
532000 3519000
544000 3478000
540000 3456000
612000 4349000
626000 4288000
582000 4254000
732000 5290000
757000 5197000
669000 5161000
168 727
322 1051000
488 2083000
623 2635000
255 2716000
411 2716000
589 3306000
363 3316000
386 3311000
401 4011000
287 4021000
292 4000000
291 4826000
244 778
247 772
512000 602000
336000 318000
216000 1702000
545000 1968000
472000 2467000
345300 2753000
742000 3286000
746000 3280000
720000 3254000
941000 3060000
987000 3063000
907000 3061000
1308000 2737000
1342000 2713000
1273000 2684000
164 815
298 1014000
429 1964000
592 2603000
444 2676000
475 2679000
587 3165000
438 3162000
442 3158000
447 3069000
273 3072000
261 3045000
274 2752000
239 770
239 773
hdd datacow_4096_8192/
549000 567000
429000 315000
317000 2227000
543000 2746000
477000 2724000
365400 2711000
704000 3278000
710000 3243000
604000 3231000
896000 3283000
908000 3291000
799000 3264000
1397000 2815000
1417000 2786000
1408000 2789000
159 788
312 1176000
424 1975000
465 2303000
498 2375000
524 2490000
589 2987000
420 2998000
337 2979000
426 3268000
327 3264000
326 3256000
338 2861000
268 774
268 790
420000 553000
313000 174000
200000 451000
423000 2105000
392000 2405000
304100 2776000
532000 3520000
544000 3476000
532000 3443000
621000 4339000
632000 4290000
573000 4251000
722000 5295000
756000 5223000
693000 5179000
177 802
334 1135000
442 2055000
534 2637000
379 2701000
536 2707000
593 3298000
457 3305000
456 3303000
374 4008000
284 4016000
281 3995000
290 4834000
244 798
244 793
514000 599000
368000 318000
245000 1735000
554000 2384000
477000 2741000
360100 2760000
730000 3347000
750000 3313000
718000 3316000
765000 3251000
952000 3231000
945000 3224000
1295000 2828000
1338000 2798000
1286000 2779000
165 722
325 1043000
438 2069000
568 2415000
269 2513000
452 2671000
587 3208000
434 3208000
384 3201000
417 3219000
291 3228000
295 3205000
308 2849000
267 772
264 785
hdd datacow_4096_16384/
548000 590000
398000 495000
333000 2137000
487000 2756000
456000 2724000
390800 2719000
682000 3295000
712000 3260000
670000 3244000
881000 3233000
916000 3227000
864000 3213000
1414000 2862000
1418000 2833000
1406000 2825000
167 814
315 970000
439 1965000
486 2295000
545 2366000
613 2503000
599 3006000
444 3019000
451 3004000
392 3279000
321 3267000
327 3261000
325 2805000
263 779
265 768
421000 579000
303000 126000
218000 24200
421000 2172000
377500 2151000
314900 2782000
530000 3522000
542000 3480000
540000 3457000
619000 4363000
631000 4275000
587000 4263000
724000 5299000
760000 5236000
699000 5183000
188 805
349 769000
440 2136000
578 2443000
516 2592000
639 2704000
698 3302000
495 3312000
505 3307000
443 4012000
323 4024000
323 4003000
332 4848000
290 766
285 771
511000 630000
351000 513000
233000 2100000
536000 2371000
469000 2728000
353400 2759000
726000 3378000
748000 3344000
728000 3316000
951000 3196000
953000 3185000
940000 3170000
1272000 2872000
1339000 2846000
1277000 2828000
165 811
309 1018000
447 2079000
449 2423000
515 2536000
595 2688000
659 3243000
494 3245000
509 3238000
500 3207000
336 3192000
352 3158000
368 2865000
281 741
288 740
hdd nodatacow_1024_4096/
554000 586000
401000 589000
338000 2262000
471000 2716000
452000 2692000
390900 2680000
672000 3260000
682000 3225000
698000 3208000
859000 3169000
881000 3169000
901000 3167000
1301000 2823000
1427000 2799000
1402000 2789000
170 749
326 1336000
398 2082000
553 2475000
601 2475000
676 2468000
732 2970000
500 2976000
465 2969000
492 3202000
334 3204000
339 3207000
348 2729000
285 785
285 757
415000 588000
299000 336000
206000 1679000
423000 2072000
376100 2669000
301500 2753000
536000 3496000
546000 3456000
536000 3431000
620000 4345000
627000 4291000
584000 4250000
723000 5299000
757000 5211000
691000 5174000
173 756
328 866000
457 2306000
553 2663000
347 2691000
512 2689000
522 3295000
496 3301000
494 3296000
436 4007000
294 4016000
291 3995000
297 4844000
262 769
261 789
512000 575000
365000 124000
256000 464000
541000 2273000
467000 2507000
361300 2740000
736000 3334000
748000 3318000
710000 3300000
772000 3120000
949000 3125000
912000 3115000
1284000 2823000
1335000 2792000
1248000 2798000
172 730
333 790
449 1133000
609 2416000
465 2623000
581 2659000
520 3202000
415 3206000
344 3200000
384 3133000
309 3128000
314 3103000
320 2838000
255 734
255 790
hdd nodatacow_1024_8192/
543000 559000
419000 423000
343000 2196000
472000 2761000
448000 2739000
390900 2705000
640000 3292000
685000 3242000
696000 3230000
852000 3312000
880000 3300000
899000 3275000
1307000 2821000
1424000 2803000
1407000 2784000
166 757
318 727000
425 1983000
509 2314000
514 2400000
551 2496000
556 2990000
428 3001000
442 2980000
431 3276000
287 3272000
288 3268000
296 2866000
248 734
248 751
418000 547000
310000 415000
230000 1865000
425000 2060000
378900 2764000
322700 2781000
532000 3517000
548000 3474000
536000 3453000
605000 4356000
636000 4298000
581000 4266000
723000 5302000
759000 5233000
699000 5178000
177 782
335 999000
396 2166000
534 2460000
367 2565000
545 2709000
579 3304000
401 3310000
417 3308000
378 4016000
292 4019000
275 4002000
294 4833000
253 779
253 794
505000 624000
352000 1013000
209000 2207000
540000 2780000
475000 2754000
353400 2753000
736000 3358000
790000 3322000
694000 3314000
955000 3260000
985000 3244000
907000 3223000
1328000 2830000
1339000 2799000
1278000 2796000
161 816
313 1082000
413 1938000
474 2564000
429 2676000
461 2673000
559 3206000
442 3214000
285 3212000
385 3237000
349 3236000
349 3215000
333 2863000
294 819
291 777
hdd nodatacow_1024_16384/
563000 595000
395000 456000
333000 2107000
478000 2731000
445000 2715000
371000 2692000
674000 3292000
720000 3253000
666000 3228000
885000 3363000
912000 3344000
867000 3337000
1419000 2896000
1420000 2867000
1398000 2880000
163 735
321 720000
431 1965000
469 2265000
486 2362000
571 2480000
624 2986000
453 3004000
366 2975000
455 3307000
321 3311000
322 3303000
340 2948000
268 796
271 835
414000 583000
293000 131000
198000 22500
427000 1944000
378600 2243000
290900 2759000
536000 3515000
542000 3468000
534000 3440000
624000 4347000
633000 4292000
583000 4251000
731000 5303000
756000 5244000
696000 5152000
192 768
365 915000
440 2148000
621 2426000
327 2530000
421 2692000
570 3292000
481 3300000
485 3291000
453 4002000
300 4015000
298 3994000
310 4833000
261 779
261 782
510000 614000
358000 730000
210000 2059000
551000 2441000
465000 2722000
350700 2739000
738000 3357000
754000 3328000
714000 3320000
943000 3335000
949000 3315000
927000 3316000
1279000 2907000
1338000 2887000
1288000 2856000
164 772
310 1039000
441 2086000
463 2392000
393 2532000
381 2658000
538 3208000
487 3212000
289 3209000
391 3297000
343 3289000
327 3283000
334 2932000
309 758
305 758
hdd nodatacow_2048_4096/
542000 596000
391000 413000
335000 2271000
475000 2748000
456000 2719000
401000 2704000
670000 3265000
718000 3244000
667000 3229000
868000 3148000
915000 3146000
849000 3144000
1427000 2818000
1426000 2806000
1398000 2784000
169 773
327 1157000
407 2111000
552 2500000
526 2498000
627 2498000
675 2998000
481 3006000
379 2990000
471 3199000
388 3210000
355 3188000
397 2725000
306 780
308 782
421000 595000
311000 262000
193000 995000
447000 2588000
396100 2443000
294800 2775000
530000 3510000
550000 3470000
534000 3446000
609000 4343000
635000 4294000
579000 4251000
726000 5285000
759000 5232000
676000 5169000
180 796
343 1196000
420 2331000
549 2689000
383 2708000
469 2705000
594 3297000
493 3305000
429 3304000
465 4002000
387 4016000
287 3998000
359 4831000
316 773
317 802
515000 606000
359000 493000
222000 2006000
549000 2604000
476000 2743000
349400 2760000
747000 3330000
752000 3314000
706000 3296000
773000 3089000
953000 3095000
920000 3087000
1289000 2820000
1326000 2786000
1250000 2794000
161 784
309 1251000
429 2243000
479 2664000
366 2679000
533 2671000
587 3195000
429 3208000
448 3187000
451 3107000
297 3092000
282 3087000
295 2841000
254 788
254 775
hdd nodatacow_2048_8192/
545000 570000
415000 456000
330000 2168000
479000 2746000
453000 2718000
393300 2711000
682000 3254000
676000 3224000
710000 3201000
883000 3192000
877000 3187000
907000 3164000
1379000 2833000
1421000 2800000
1407000 2804000
161 756
311 921000
429 1902000
482 2420000
575 2497000
301 2489000
493 2980000
436 2984000
401 2969000
459 3203000
296 3191000
327 3181000
350 2790000
302 795
307 770
417000 593000
305000 451000
212000 1811000
431000 2159000
375900 2697000
306800 2764000
532000 3508000
546000 3472000
534000 3448000
617000 4347000
633000 4295000
572000 4250000
718000 5282000
759000 5207000
682000 5143000
184 743
357 1255000
518 2173000
666 2448000
352 2574000
504 2698000
579 3300000
434 3305000
439 3298000
437 3995000
302 4014000
303 3999000
301 4827000
254 778
256 804
508000 590000
359000 299000
211000 1899000
561000 2732000
464000 2627000
338700 2745000
735000 3314000
758000 3299000
708000 3286000
764000 3159000
951000 3150000
933000 3144000
1275000 2840000
1338000 2820000
1273000 2798000
163 754
309 705000
391 2042000
544 2419000
322 2506000
501 2679000
560 3189000
423 3193000
441 3177000
421 3129000
296 3128000
308 3144000
307 2849000
256 787
258 777
hdd nodatacow_2048_16384/
546000 556000
410000 376000
339000 2037000
472000 2743000
444000 2732000
360200 2704000
673000 3271000
685000 3251000
702000 3235000
871000 3212000
912000 3229000
877000 3231000
1377000 2855000
1422000 2830000
1402000 2814000
158 747
307 788000
423 1979000
536 2291000
302 2396000
477 2491000
557 3001000
448 2998000
455 2987000
425 3257000
300 3270000
303 3257000
307 2806000
266 782
265 767
421000 593000
303000 133000
201000 22600
436000 1999000
385400 1749000
306700 2773000
530000 3500000
544000 3470000
531000 3448000
626000 4356000
631000 4298000
580000 4248000
730000 5306000
759000 5227000
694000 5184000
171 764
327 836000
389 2161000
549 2429000
563 2556000
598 2698000
386 3299000
362 3304000
384 3297000
381 3988000
270 4016000
244 3997000
271 4836000
231 774
228 769
514000 556000
348000 210000
241000 1189000
540000 2465000
468000 2518000
365500 2755000
734000 3366000
744000 3320000
736000 3313000
942000 3179000
989000 3188000
909000 3180000
1334000 2856000
1336000 2835000
1282000 2813000
160 754
305 969000
399 2108000
485 2420000
297 2620000
458 2659000
535 3210000
442 3216000
433 3218000
311 3191000
278 3190000
279 3176000
283 2871000
235 780
231 778
hdd nodatacow_4096_4096/
547000 579000
402000 484000
338000 2278000
481000 2741000
445000 2720000
382900 2702000
670000 3233000
687000 3200000
696000 3188000
883000 3119000
881000 3121000
908000 3117000
1375000 2812000
1421000 2796000
1408000 2772000
163 745
312 962000
452 2113000
583 2479000
475 2505000
323 2492000
491 2963000
437 2982000
315 2961000
380 3148000
323 3145000
270 3150000
290 2706000
281 800
284 763
419000 594000
312000 220000
202000 1210000
436000 2192000
367000 2741000
294600 2782000
525000 3512000
562000 3468000
517000 3452000
620000 4343000
640000 4290000
559000 4246000
730000 5265000
759000 5208000
683000 5150000
181 776
337 1392000
434 2332000
505 2697000
370 2708000
514 2703000
551 3298000
439 3302000
435 3302000
366 4002000
286 4011000
284 3990000
291 4818000
253 767
254 803
514000 625000
363000 166000
246000 21500
555000 2247000
491000 2087000
366800 2737000
740000 3304000
758000 3262000
720000 3254000
771000 3065000
952000 3053000
943000 3046000
1304000 2809000
1333000 2798000
1274000 2777000
172 750
333 902000
426 1988000
587 2567000
534 2673000
611 2679000
645 3174000
402 3166000
423 3170000
439 3062000
303 3042000
308 3055000
315 2817000
262 787
265 805
hdd nodatacow_4096_8192/
547000 600000
417000 583000
332000 2146000
483000 2742000
468000 2708000
395900 2701000
668000 3264000
684000 3226000
704000 3216000
865000 3267000
911000 3269000
875000 3260000
1357000 2837000
1422000 2822000
1403000 2809000
167 777
320 794000
444 2000000
477 2299000
332 2395000
509 2492000
545 2983000
481 3000000
489 2979000
301 3253000
280 3251000
274 3249000
273 2859000
248 754
251 735
421000 576000
311000 129000
219000 24800
429000 2155000
368100 2691000
309400 2779000
530000 3522000
543000 3476000
541000 3452000
621000 4354000
631000 4282000
588000 4260000
733000 5284000
755000 5209000
698000 5181000
179 784
331 1215000
442 2034000
579 2576000
447 2704000
502 2703000
583 3300000
389 3309000
335 3306000
402 4000000
304 4020000
278 4003000
303 4819000
270 783
272 779
509000 606000
334000 490000
212000 1986000
560000 2450000
471000 2718000
350700 2755000
747000 3343000
738000 3310000
712000 3306000
957000 3235000
991000 3244000
916000 3223000
1320000 2846000
1333000 2826000
1268000 2811000
162 739
317 689000
424 2047000
481 2404000
532 2508000
393 2674000
522 3203000
489 3215000
493 3202000
480 3212000
309 3219000
317 3202000
316 2864000
266 774
265 758
hdd nodatacow_4096_16384/
553000 576000
407000 586000
326000 2074000
492000 2717000
445000 2698000
356100 2693000
678000 3216000
686000 3176000
701000 3155000
875000 3085000
913000 3089000
880000 3080000
1379000 2754000
1427000 2722000
1404000 2717000
168 735
331 983000
416 1980000
548 2280000
462 2383000
609 2468000
604 2949000
500 2957000
503 2936000
288 3124000
317 3115000
300 3117000
327 2667000
285 777
284 795
417000 594000
303000 519000
225000 1856000
421000 2747000
369300 2503000
309300 2759000
520000 3502000
540000 3456000
538000 3434000
615000 4330000
627000 4279000
590000 4239000
727000 5270000
762000 5212000
703000 5152000
169 748
334 707000
469 2022000
531 2607000
580 2683000
438 2694000
564 3299000
459 3301000
404 3300000
446 3989000
294 4003000
279 3991000
301 4812000
263 791
261 781
514000 612000
352000 358000
222000 1829000
552000 2438000
456000 2692000
345400 2735000
722000 3266000
744000 3257000
715000 3248000
948000 3055000
989000 3074000
888000 3058000
1319000 2765000
1337000 2747000
1256000 2724000
160 757
315 980000
438 2048000
472 2394000
328 2498000
492 2647000
574 3143000
408 3160000
426 3149000
438 3069000
311 3067000
309 3061000
323 2777000
261 776
257 768
ssd datacow_1024_4096/
552000 2354000
425000 2338000
372000 2311000
555000 2749000
475000 2700000
427000 2707000
700000 3289000
697000 3264000
709000 3246000
896000 3254000
891000 3254000
900000 3225000
1413000 2860000
1418000 2871000
1410000 2855000
13400 2106000
35800 2125000
79900 2108000
283000 2487000
253500 2487000
189300 2485000
370000 3002000
368000 3005000
312000 2986000
335900 3286000
324200 3288000
304200 3280000
564000 2823000
15400 2796000
15100 2792000
435000 2425000
361000 2416000
312000 2381000
452000 2792000
393300 2775000
346800 2763000
553000 3490000
556000 3460000
560000 3434000
640000 4334000
640000 4283000
638000 4240000
750000 5287000
757000 5281000
746000 5233000
12600 2339000
22400 2368000
92900 2332000
184100 2686000
241300 2693000
304000 2688000
214000 3283000
53400 3298000
165700 3292000
285300 3993000
321500 4010000
293500 3986000
357000 4833000
14900 4823000
15700 4782000
526000 2283000
426000 2282000
365000 2270000
576000 2779000
492000 2751000
437000 2727000
771000 3352000
772000 3340000
772000 3312000
980000 3203000
968000 3192000
979000 3199000
1328000 2861000
1332000 2865000
1322000 2857000
14200 2217000
40400 2256000
115000 2234000
328100 2651000
237400 2672000
177300 2664000
430000 3228000
366000 3224000
448000 3217000
444000 3187000
393300 3195000
428000 3179000
746000 2876000
15000 2852000
16200 2846000
ssd datacow_1024_8192/
554000 2362000
461000 2350000
373000 2334000
579000 2746000
488000 2712000
417000 2699000
716000 3258000
716000 3224000
664000 3214000
912000 3224000
904000 3234000
863000 3210000
1421000 2834000
1421000 2840000
1398000 2831000
14400 2115000
35100 2144000
76700 2122000
292100 2484000
237300 2494000
214600 2491000
329000 2978000
386000 2984000
292000 2967000
354700 3234000
383900 3236000
324200 3212000
456000 2800000
15300 2774000
14800 2777000
434000 2458000
362000 2432000
315000 2399000
463000 2812000
398600 2783000
356200 2771000
555000 3504000
554000 3451000
560000 3435000
637000 4330000
633000 4280000
641000 4266000
745000 5283000
753000 5275000
751000 5215000
12000 2354000
20200 2383000
47100 2349000
176200 2694000
48300 2700000
214700 2699000
294000 3283000
274000 3298000
320000 3292000
337400 3995000
302600 4006000
310700 3987000
347000 4823000
15300 4814000
14000 4767000
530000 2305000
427000 2295000
360000 2278000
575000 2784000
495000 2747000
441000 2741000
768000 3320000
764000 3294000
771000 3272000
975000 3188000
972000 3183000
975000 3163000
1326000 2842000
1331000 2860000
1311000 2841000
14600 2229000
46500 2262000
165000 2241000
373300 2668000
281500 2664000
272100 2667000
440000 3188000
398000 3184000
372000 3196000
448000 3165000
476000 3160000
389300 3163000
701000 2860000
15600 2833000
15300 2832000
ssd datacow_1024_16384/
559000 2338000
449000 2326000
375000 2314000
555000 2723000
468000 2704000
423000 2688000
706000 3320000
705000 3283000
710000 3255000
903000 3388000
900000 3389000
907000 3381000
1412000 2947000
1418000 2958000
1404000 2935000
13100 2095000
13500 2125000
12200 2101000
14023 2470000
14446 2480000
14826 2471000
13432 2993000
12906 3002000
12921 2975000
15068 3374000
13890 3375000
15623 3368000
14500 2974000
15900 2947000
13500 2943000
411000 2443000
288000 2427000
212000 2400000
449000 2798000
403000 2771000
330600 2761000
530000 3501000
552000 3446000
547000 3424000
629000 4332000
636000 4282000
604000 4238000
744000 5292000
758000 5281000
713000 5233000
12300 2342000
12700 2374000
12100 2336000
14564 2678000
12756 2688000
12073 2682000
12868 3274000
12912 3288000
13163 3282000
14412 3985000
14959 4006000
15358 3988000
14900 4838000
14900 4825000
14900 4783000
500000 2300000
337000 2282000
236000 2264000
591000 2765000
496000 2735000
388100 2731000
731000 3383000
760000 3364000
745000 3337000
967000 3344000
969000 3336000
960000 3311000
1333000 2954000
1343000 2953000
1306000 2945000
12300 2217000
11900 2248000
12800 2227000
12584 2655000
12974 2660000
11771 2656000
13349 3230000
13301 3233000
12829 3236000
15601 3317000
16941 3319000
16937 3315000
17100 2963000
15300 2938000
15500 2931000
ssd datacow_2048_4096/
555000 2353000
430000 2340000
374000 2317000
551000 2736000
471000 2696000
423000 2688000
704000 3308000
702000 3262000
713000 3250000
901000 3324000
